NUM_LLETRA_POST;ETRS89_COORD_X;ETRS89_COORD_Y;NUM_OFICIAL
1;426372.614;4580981.719;1
2;426356.274;4581025.392;2
2X;426387.539;4580990.520;2X
3;426372.614;4580981.719;3
4;426356.274;4581025.392;4
5;426368.146;4580986.678;5
6;426356.274;4581025.392;6
7;426363.872;4580991.744;7
8;426356.274;4581025.392;8
9;426359.518;4580996.261;9
10;426356.274;4581025.392;10
11;426354.227;4581002.362;11
12;426356.274;4581025.392;12
13;426351.570;4581005.298;13
14;426306.116;4581081.510;14
15;426345.666;4581011.944;15
16;426306.116;4581081.510;16
17;426337.786;4581020.432;17
18;426324.371;4581096.074;18
19;426330.958;4581027.982;19
20;426324.371;4581096.074;20
21;426322.078;4581037.786;21
22;426282.591;4581107.149;22
23;426304.913;4581056.876;23
24;426282.591;4581107.149;24
25;426304.913;4581056.876;25
26;426259.947;4581132.693;26
27;426304.913;4581056.876;27
28;426259.947;4581132.693;28
29;426304.913;4581056.876;29
30;426259.947;4581132.693;30
31;426292.899;4581070.163;31
32;426259.947;4581132.693;32
33;426286.633;4581077.173;33
35;426286.633;4581077.173;35
37;426280.937;4581083.499;37
39;426280.937;4581083.499;39
41;426276.631;4581088.749;41
43;426271.613;4581094.086;43
43I;426251.363;4581089.751;43I
45;426267.251;4581098.746;45
45B;426263.143;4581103.314;45B
45C;426224.498;4581062.146;45C
45D;426238.728;4581075.547;45D
45I;426253.033;4581088.647;45I
47;426256.087;4581111.371;47
47B;426245.655;4581092.863;47B
47C;426239.406;4581087.293;47C
47D;426233.383;4581081.421;47D
47F;426228.530;4581077.115;47F
47G;426223.990;4581072.887;47G
47H;426216.093;4581065.854;47H
49;426256.087;4581111.371;49
51;426251.401;4581116.914;51
53;426247.153;4581121.817;53
55;426241.608;4581127.227;55
57;426236.202;4581133.383;57
59U;426230.874;4581139.472;59U
59X;426220.875;4581150.058;59X
